return_id,order_id,product_id,return_reason,refund_amount,return_date
R000456,O0004249,P0010,Defective,1312.98,2026-01-14
R000457,O0004269,P0518,Late Delivery,480.52,2024-09-13
R000458,O0004277,P1107,Late Delivery,373.04,2024-11-27
R000459,O0004282,P0970,Defective,244.57,2026-04-23
R000460,O0004290,P0061,Wrong Item,740.96,2024-01-03
R000461,O0004291,P0838,Defective,135.84,2024-09-16
R000462,O0004295,P1162,Late Delivery,203.2,2025-12-04
R000463,O0004295,P1279,Defective,2088.11,2025-12-11
R000464,O0004299,P0566,Defective,955.34,2026-08-13
R000465,O0004311,P1042,Late Delivery,783.03,2024-07-23
R000466,O0004311,P0385,Changed Mind,552.59,2024-07-25
R000467,O0004347,P0233,Wrong Item,1128.67,2024-04-09
R000468,O0004347,P1394,Changed Mind,410.84,2024-04-05
R000469,O0004347,P0501,Defective,109.42,2024-03-29
R000470,O0004373,P0567,Defective,189.51,2024-06-24
R000471,O0004375,P1428,Defective,278.43,2025-07-17
R000472,O0004375,P1314,Wrong Item,703.17,2025-07-20
R000473,O0004380,P0705,Changed Mind,520.11,2024-02-16
R000474,O0004435,P1327,Late Delivery,1112.48,2024-11-21
R000475,O0004490,P1252,Defective,1777.13,2025-02-21
R000476,O0004490,P0385,Defective,564.22,2025-03-05
R000477,O0004511,P0322,Late Delivery,1899.37,2025-12-29
R000478,O0004511,P0332,Late Delivery,1350.72,2025-12-29
R000479,O0004527,P0472,Late Delivery,355.73,2024-10-20
R000480,O0004529,P0968,Late Delivery,2146.32,2025-03-05
R000481,O0004534,P1218,Changed Mind,1044.76,2026-01-18
R000482,O0004540,P0794,Wrong Item,869.98,2026-08-26
R000483,O0004540,P1163,Late Delivery,2018.12,2026-08-20
R000484,O0004547,P0026,Late Delivery,993.6,2026-06-18
R000485,O0004555,P0545,Changed Mind,872.5,2025-07-01
R000486,O0004555,P1060,Late Delivery,562.78,2025-07-06
R000487,O0004555,P0909,Wrong Item,533.5,2025-06-29
R000488,O0004560,P1247,Defective,1411.31,2026-01-24
R000489,O0004560,P1147,Late Delivery,84.5,2026-01-14
R000490,O0004560,P0490,Defective,2000.42,2026-01-23
R000491,O0004583,P0537,Defective,1128.56,2026-08-18
R000492,O0004583,P0963,Late Delivery,188.64,2026-08-04
R000493,O0004583,P0689,Wrong Item,1097.39,2026-08-20
R000494,O0004595,P1286,Defective,520.55,2024-09-17
R000495,O0004595,P0024,Late Delivery,1159.58,2024-09-12
R000496,O0004632,P0372,Wrong Item,1043.55,2026-01-21
R000497,O0004632,P0583,Wrong Item,544.31,2026-01-26
R000498,O0004640,P1479,Defective,1136.46,2025-10-13
R000499,O0004654,P0705,Wrong Item,1867.29,2026-06-15
R000500,O0004689,P0962,Wrong Item,567.56,2024-09-05
R000501,O0004689,P0857,Wrong Item,849.83,2024-09-01
R000502,O0004694,P0799,Defective,823.68,2025-07-21
R000503,O0004694,P0127,Defective,520.07,2025-08-01
R000504,O0004705,P0906,Defective,564.83,2024-06-26
R000505,O0004732,P0368,Late Delivery,1009.12,2026-01-04
R000506,O0004732,P0564,Wrong Item,717.96,2026-01-14
R000507,O0004732,P1093,Defective,1428.28,2026-01-07
R000508,O0004732,P0544,Defective,2730.14,2026-01-18
R000509,O0004736,P0729,Late Delivery,2304.6,2024-02-13
R000510,O0004808,P1245,Wrong Item,719.15,2024-02-09
R000511,O0004808,P0454,Late Delivery,1094.79,2024-02-12
R000512,O0004809,P1410,Late Delivery,158.46,2026-06-03
R000513,O0004809,P0299,Late Delivery,28.2,2026-05-31
R000514,O0004823,P1423,Defective,266.7,2025-12-25
R000515,O0004841,P1473,Changed Mind,648.48,2025-09-08
R000516,O0004856,P0293,Defective,1448.67,2025-06-20
R000517,O0004856,P0660,Changed Mind,1281.3,2025-06-18
R000518,O0004873,P0593,Defective,1239.18,2025-07-27
R000519,O0004873,P0760,Defective,1157.81,2025-07-31
R000520,O0004873,P0115,Defective,2612.95,2025-08-01
R000521,O0004878,P0407,Defective,1156.26,2024-03-23
R000522,O0004878,P1001,Late Delivery,824.98,2024-03-19
R000523,O0004896,P0222,Changed Mind,745.94,2026-01-31
R000524,O0004897,P0991,Defective,1204.1,2024-03-15
R000525,O0004903,P1276,Defective,504.3,2024-07-12
R000526,O0004906,P0150,Changed Mind,747.36,2026-08-24
R000527,O0004916,P0313,Wrong Item,521.14,2025-12-05
R000528,O0004925,P0531,Changed Mind,1047.57,2024-03-05
R000529,O0004928,P1412,Late Delivery,2017.21,2025-04-16
R000530,O0004956,P0217,Wrong Item,211.54,2024-07-03
R000531,O0004960,P1027,Changed Mind,1738.93,2025-07-24
R000532,O0004962,P1244,Wrong Item,1177.51,2025-08-21
R000533,O0004981,P0014,Wrong Item,2443.93,2024-03-09
R000534,O0004981,P0974,Changed Mind,673.75,2024-02-29
R000535,O0004993,P1443,Wrong Item,704.73,2024-07-12
R000536,O0004993,P0069,Late Delivery,645.4,2024-07-01
R000537,O0004993,P0201,Defective,56.45,2024-07-08
R000538,O0005003,P0748,Changed Mind,829.96,2026-08-31
R000539,O0005003,P0906,Defective,563.87,2026-08-31
R000540,O0005003,P0536,Defective,933.42,2026-09-09
R000541,O0005003,P0927,Late Delivery,1153.75,2026-08-23
R000542,O0005003,P0144,Late Delivery,1335.84,2026-08-26
R000543,O0005013,P0545,Defective,2602.59,2025-01-26
R000544,O0005016,P1322,Defective,527.38,2025-02-21
R000545,O0005051,P1102,Late Delivery,1201.07,2025-01-20
R000546,O0005060,P0761,Defective,431.07,2026-04-04
R000547,O0005065,P1055,Changed Mind,1178.63,2024-07-11
R000548,O0005065,P1491,Wrong Item,777.21,2024-07-23
R000549,O0005065,P0940,Wrong Item,255.54,2024-07-15
R000550,O0005065,P1173,Changed Mind,691.93,2024-07-14
R000551,O0005072,P0186,Changed Mind,1278.54,2026-01-15
R000552,O0005072,P0419,Changed Mind,1414.84,2026-01-10
R000553,O0005072,P0929,Wrong Item,724.25,2026-01-08
R000554,O0005072,P0933,Wrong Item,638.35,2026-01-15
R000555,O0005086,P0522,Changed Mind,1049.86,2026-08-20
R000556,O0005086,P0754,Defective,1082.85,2026-08-24
R000557,O0005089,P1297,Defective,915.25,2026-06-28
R000558,O0005089,P0727,Late Delivery,135.23,2026-07-07
R000559,O0005151,P0824,Wrong Item,15.62,2024-07-23
R000560,O0005151,P0485,Changed Mind,2004.58,2024-07-24
R000561,O0005151,P1254,Late Delivery,840.7,2024-07-20
R000562,O0005151,P1196,Late Delivery,484.63,2024-07-12
R000563,O0005166,P1033,Late Delivery,1678.05,2026-07-29
R000564,O0005169,P0421,Defective,105.54,2024-08-08
R000565,O0005169,P0228,Wrong Item,1469.1,2024-08-10
R000566,O0005178,P0278,Late Delivery,811.39,2024-01-17
R000567,O0005178,P1234,Changed Mind,164.73,2024-01-11
R000568,O0005181,P0279,Changed Mind,1301.74,2025-04-10
R000569,O0005185,P0513,Defective,121.72,2026-04-21
R000570,O0005186,P1220,Changed Mind,835.59,2026-07-05
R000571,O0005230,P1273,Defective,538.2,2026-05-05
R000572,O0005231,P0962,Late Delivery,255.21,2026-08-28
R000573,O0005235,P1298,Defective,1229.23,2025-05-16
R000574,O0005235,P0527,Wrong Item,164.26,2025-05-08
R000575,O0005244,P0127,Changed Mind,521.47,2024-09-27
R000576,O0005244,P0951,Late Delivery,274.47,2024-10-01
R000577,O0005255,P0207,Late Delivery,1323.21,2024-04-28
R000578,O0005255,P1043,Wrong Item,1184.54,2024-05-10
R000579,O0005256,P1207,Changed Mind,480.22,2025-03-27
R000580,O0005276,P1287,Changed Mind,37.17,2025-10-13
R000581,O0005302,P0327,Late Delivery,1323.44,2026-05-08
R000582,O0005302,P0615,Wrong Item,977.78,2026-05-20
R000583,O0005310,P1387,Late Delivery,777.39,2025-05-12
R000584,O0005324,P1359,Wrong Item,1789.75,2025-03-21
R000585,O0005327,P0589,Changed Mind,129.22,2024-09-20
R000586,O0005328,P0994,Defective,1060.49,2024-02-05
R000587,O0005349,P1259,Late Delivery,653.66,2026-02-13
R000588,O0005354,P1083,Wrong Item,2209.67,2025-01-02
R000589,O0005357,P0277,Changed Mind,363.48,2026-04-04
R000590,O0005357,P0066,Late Delivery,104.41,2026-03-23
R000591,O0005357,P1077,Defective,723.08,2026-03-28
R000592,O0005357,P0627,Wrong Item,392.13,2026-03-22
R000593,O0005370,P1384,Late Delivery,1078.98,2024-04-03
R000594,O0005393,P1316,Defective,2644.1,2024-12-08
R000595,O0005395,P0991,Changed Mind,663.27,2024-07-25
R000596,O0005406,P0354,Defective,2291.65,2025-12-12
R000597,O0005461,P0093,Wrong Item,292.62,2024-09-25
R000598,O0005461,P0377,Wrong Item,972.77,2024-09-19
R000599,O0005476,P0356,Changed Mind,938.75,2024-12-31
R000600,O0005485,P0529,Defective,2394.61,2024-09-30
R000601,O0005485,P1189,Wrong Item,137.95,2024-10-01
R000602,O0005510,P0619,Defective,153.75,2024-05-25
R000603,O0005515,P1343,Wrong Item,1172.72,2025-02-07
R000604,O0005545,P0811,Defective,849.1,2025-10-30
R000605,O0005545,P0247,Wrong Item,590.82,2025-10-28
R000606,O0005606,P0311,Changed Mind,2155.35,2025-02-20
R000607,O0005634,P0658,Late Delivery,1690.3,2025-07-08
R000608,O0005667,P0925,Changed Mind,222.53,2024-06-21
R000609,O0005696,P1167,Defective,4604.75,2024-08-25
R000610,O0005698,P0859,Late Delivery,990.41,2025-05-19
R000611,O0005698,P0369,Late Delivery,1421.27,2025-05-05
R000612,O0005723,P0941,Late Delivery,918.7,2024-03-18
R000613,O0005725,P0925,Defective,197.43,2024-07-31
R000614,O0005740,P0465,Defective,1114.23,2024-05-16
R000615,O0005750,P0628,Defective,233.01,2024-03-20
R000616,O0005758,P1035,Late Delivery,467.49,2024-03-31
R000617,O0005779,P0068,Changed Mind,554.81,2024-02-18
R000618,O0005793,P1371,Defective,941.62,2024-03-28
R000619,O0005793,P1321,Late Delivery,806.59,2024-03-30
R000620,O0005795,P1483,Late Delivery,1187.2,2025-10-23
R000621,O0005795,P1464,Defective,1307.14,2025-10-19
R000622,O0005795,P0584,Late Delivery,1119.16,2025-11-05
R000623,O0005818,P0283,Late Delivery,1328.54,2026-06-26
R000624,O0005819,P0940,Changed Mind,283.05,2025-09-18
R000625,O0005820,P0238,Changed Mind,931.84,2026-03-06
R000626,O0005858,P0085,Defective,2697.31,2024-08-11
R000627,O0005868,P0283,Changed Mind,671.18,2025-03-03
R000628,O0005881,P1075,Changed Mind,846.85,2024-02-19
R000629,O0005890,P0433,Defective,682.03,2026-08-04
R000630,O0005916,P1163,Wrong Item,990.12,2025-04-01
R000631,O0005917,P1462,Defective,280.58,2024-04-20
R000632,O0005970,P0912,Defective,961.52,2024-08-28
R000633,O0005970,P0370,Late Delivery,1319.01,2024-08-20
R000634,O0006012,P1192,Wrong Item,885.92,2025-11-08
R000635,O0006012,P1205,Late Delivery,634.74,2025-10-30
R000636,O0006029,P1008,Defective,96.12,2025-08-05
R000637,O0006029,P0943,Changed Mind,304.36,2025-08-13
R000638,O0006037,P0579,Late Delivery,980.62,2024-04-18
R000639,O0006064,P0177,Late Delivery,2589.0,2025-12-26
R000640,O0006083,P0752,Wrong Item,1665.09,2026-01-31
R000641,O0006109,P0288,Wrong Item,812.82,2024-06-03
R000642,O0006109,P1313,Wrong Item,351.81,2024-05-19
R000643,O0006112,P1031,Defective,297.56,2025-02-23
R000644,O0006130,P0404,Defective,1346.35,2025-08-04
R000645,O0006130,P0977,Wrong Item,433.41,2025-08-04
R000646,O0006137,P0788,Late Delivery,1196.52,2026-01-23
R000647,O0006137,P0818,Defective,2186.34,2026-01-21
R000648,O0006150,P0911,Wrong Item,772.22,2024-07-28
R000649,O0006150,P0313,Late Delivery,439.83,2024-08-08
R000650,O0006167,P1062,Defective,40.65,2024-12-12
R000651,O0006174,P0898,Defective,96.66,2025-02-11
R000652,O0006177,P1208,Defective,300.46,2025-04-01
R000653,O0006189,P0450,Changed Mind,976.24,2025-06-22
R000654,O0006221,P1333,Late Delivery,710.32,2025-07-23
R000655,O0006221,P1201,Late Delivery,78.17,2025-08-06
R000656,O0006221,P0220,Changed Mind,682.97,2025-08-04
R000657,O0006231,P0342,Late Delivery,893.08,2025-05-06
R000658,O0006258,P1349,Wrong Item,2437.32,2025-08-10
R000659,O0006262,P0072,Wrong Item,1132.03,2025-11-19
R000660,O0006262,P1158,Late Delivery,2405.78,2025-11-28
R000661,O0006313,P0110,Wrong Item,920.05,2025-05-16
R000662,O0006322,P0413,Wrong Item,748.36,2024-02-07
R000663,O0006334,P0869,Defective,479.92,2026-08-14
R000664,O0006334,P0866,Wrong Item,1284.78,2026-08-25
R000665,O0006353,P1104,Changed Mind,481.76,2025-01-31
R000666,O0006355,P0323,Defective,290.81,2026-06-08
R000667,O0006360,P0112,Late Delivery,183.63,2024-12-10
R000668,O0006408,P0595,Wrong Item,1562.84,2026-03-10
R000669,O0006428,P1380,Defective,2168.45,2025-06-22
R000670,O0006428,P1278,Defective,588.05,2025-07-01
R000671,O0006437,P1293,Changed Mind,2535.63,2024-09-10
R000672,O0006491,P0996,Late Delivery,1082.41,2024-03-14
R000673,O0006491,P0171,Defective,963.11,2024-03-12
R000674,O0006500,P0061,Wrong Item,750.87,2024-06-07
R000675,O0006500,P0166,Late Delivery,1126.97,2024-06-18
R000676,O0006513,P1496,Defective,2247.67,2026-03-14
R000677,O0006517,P1382,Wrong Item,299.15,2026-02-28
R000678,O0006524,P1398,Wrong Item,1824.18,2025-11-29
R000679,O0006524,P0169,Defective,732.55,2025-11-21
R000680,O0006533,P1264,Late Delivery,725.2,2025-03-11
R000681,O0006533,P0040,Changed Mind,374.34,2025-02-27
R000682,O0006534,P1038,Changed Mind,1175.63,2024-12-21
R000683,O0006534,P0432,Late Delivery,2551.59,2024-12-26
R000684,O0006534,P0196,Changed Mind,272.34,2024-12-25
R000685,O0006538,P1494,Late Delivery,1820.53,2025-10-21
R000686,O0006538,P0913,Wrong Item,447.78,2025-10-10
R000687,O0006541,P0746,Late Delivery,5793.4,2024-05-24
R000688,O0006558,P0764,Wrong Item,610.56,2024-12-30
R000689,O0006564,P0067,Defective,555.38,2025-10-25
R000690,O0006567,P0830,Defective,620.1,2025-02-10
R000691,O0006628,P1267,Late Delivery,2993.77,2024-06-08
R000692,O0006637,P1373,Defective,612.23,2024-04-14
R000693,O0006642,P0569,Changed Mind,949.5,2025-08-28
R000694,O0006651,P1285,Changed Mind,951.95,2026-08-11
R000695,O0006660,P0903,Defective,753.75,2024-05-08
R000696,O0006660,P0448,Changed Mind,2883.83,2024-04-24
R000697,O0006670,P1051,Changed Mind,191.39,2025-12-30
R000698,O0006670,P0013,Changed Mind,470.12,2025-12-25
R000699,O0006728,P0140,Defective,1255.13,2024-09-16
R000700,O0006728,P1103,Defective,410.9,2024-09-11
R000701,O0006744,P0724,Changed Mind,114.94,2025-08-31
R000702,O0006752,P0074,Late Delivery,1242.01,2025-09-14
R000703,O0006752,P0735,Defective,3343.66,2025-09-24
R000704,O0006753,P1046,Wrong Item,534.45,2026-08-18
R000705,O0006786,P0084,Wrong Item,1828.56,2026-05-16
R000706,O0006813,P0871,Wrong Item,5107.63,2026-01-19
R000707,O0006813,P1073,Wrong Item,1724.11,2026-01-12
R000708,O0006813,P0649,Late Delivery,1505.99,2026-01-10
R000709,O0006813,P0279,Wrong Item,789.54,2026-01-10
R000710,O0006833,P0123,Late Delivery,521.7,2026-06-04
R000711,O0006855,P1067,Wrong Item,1329.13,2025-01-10
R000712,O0006867,P0425,Defective,696.8,2026-04-13
R000713,O0006882,P1322,Changed Mind,517.06,2026-01-13
R000714,O0006882,P0752,Changed Mind,877.98,2026-01-11
R000715,O0006883,P0665,Changed Mind,338.61,2025-07-16
R000716,O0006883,P0717,Changed Mind,280.55,2025-07-11
R000717,O0006884,P0587,Changed Mind,591.57,2025-11-25
R000718,O0006886,P1425,Changed Mind,224.59,2025-01-04
R000719,O0006911,P1483,Wrong Item,1181.19,2024-11-01
R000720,O0006911,P1253,Wrong Item,1184.92,2024-11-02
R000721,O0006924,P1124,Defective,1223.19,2024-02-20
R000722,O0006934,P0262,Wrong Item,1056.64,2024-11-25
R000723,O0006961,P1387,Defective,861.65,2026-07-15
R000724,O0006965,P0821,Wrong Item,784.55,2026-07-16
R000725,O0006972,P0500,Late Delivery,231.91,2026-01-16
R000726,O0006973,P0492,Changed Mind,1265.07,2025-11-27
R000727,O0006973,P0977,Defective,780.23,2025-11-28
R000728,O0007000,P0095,Changed Mind,464.64,2024-06-02
R000729,O0007003,P0389,Wrong Item,3184.19,2024-04-28
R000730,O0007003,P0265,Defective,900.38,2024-05-11
R000731,O0007020,P0242,Wrong Item,1186.5,2025-12-15
R000732,O0007035,P1432,Changed Mind,744.42,2025-09-26
R000733,O0007058,P0985,Wrong Item,2397.1,2025-03-22
R000734,O0007074,P1444,Changed Mind,514.37,2025-12-24
R000735,O0007074,P0708,Defective,538.75,2025-12-15
R000736,O0007074,P0119,Late Delivery,704.28,2025-12-25
R000737,O0007089,P1051,Wrong Item,270.2,2026-07-21
R000738,O0007089,P0701,Defective,67.55,2026-07-27
R000739,O0007100,P0036,Late Delivery,1113.21,2024-07-10
R000740,O0007100,P1055,Wrong Item,619.5,2024-07-10
R000741,O0007103,P0180,Late Delivery,942.62,2024-06-16
R000742,O0007103,P1427,Late Delivery,269.44,2024-06-19
R000743,O0007104,P0465,Late Delivery,1008.53,2024-03-07
R000744,O0007119,P0781,Late Delivery,2532.11,2026-03-07
R000745,O0007127,P0705,Late Delivery,2196.04,2025-11-04
R000746,O0007159,P0018,Defective,242.59,2024-12-11
R000747,O0007159,P0135,Changed Mind,296.0,2024-12-10
R000748,O0007159,P1003,Changed Mind,338.93,2024-12-16
R000749,O0007165,P0319,Changed Mind,582.78,2025-02-18
R000750,O0007165,P0129,Defective,1113.56,2025-02-11
R000751,O0007165,P1255,Late Delivery,294.28,2025-02-13
R000752,O0007169,P0648,Late Delivery,402.49,2025-04-13
R000753,O0007213,P0378,Late Delivery,348.88,2025-03-01
R000754,O0007222,P0512,Changed Mind,110.19,2025-08-09
R000755,O0007236,P0614,Changed Mind,1075.52,2024-09-18
R000756,O0007264,P0364,Late Delivery,240.13,2024-11-18
R000757,O0007264,P1150,Late Delivery,908.66,2024-11-17
R000758,O0007277,P0777,Wrong Item,566.48,2025-10-16
R000759,O0007281,P1335,Late Delivery,308.62,2026-04-09
R000760,O0007281,P0390,Defective,1468.57,2026-03-31
R000761,O0007304,P1220,Changed Mind,821.94,2024-09-28
R000762,O0007314,P0605,Wrong Item,379.47,2025-03-13
R000763,O0007325,P0310,Late Delivery,296.0,2026-01-09
R000764,O0007330,P0055,Wrong Item,834.15,2024-05-06
R000765,O0007333,P0985,Wrong Item,2425.36,2024-03-24
R000766,O0007333,P0647,Defective,1071.42,2024-03-20
R000767,O0007337,P1364,Defective,789.71,2025-01-31
R000768,O0007337,P0476,Defective,1215.47,2025-02-06
R000769,O0007337,P0977,Late Delivery,820.89,2025-02-04
R000770,O0007337,P0145,Defective,784.63,2025-01-25
R000771,O0007351,P0219,Wrong Item,412.22,2026-06-10
R000772,O0007351,P0898,Wrong Item,106.62,2026-06-18
R000773,O0007379,P1136,Wrong Item,88.1,2025-02-24
R000774,O0007380,P0016,Late Delivery,1014.64,2025-03-26
R000775,O0007391,P0192,Late Delivery,1121.8,2025-04-27
R000776,O0007409,P1366,Wrong Item,162.96,2025-09-12
R000777,O0007440,P1485,Late Delivery,980.11,2026-02-06
R000778,O0007451,P1315,Late Delivery,220.67,2025-06-01
R000779,O0007455,P0671,Late Delivery,162.27,2025-06-27
R000780,O0007455,P0405,Wrong Item,455.5,2025-07-04
R000781,O0007465,P0806,Late Delivery,694.16,2026-01-21
R000782,O0007467,P0077,Late Delivery,605.02,2026-04-03
R000783,O0007467,P0827,Late Delivery,274.09,2026-03-26
R000784,O0007467,P1210,Defective,1798.87,2026-04-06
R000785,O0007487,P0721,Changed Mind,928.79,2025-10-02
R000786,O0007487,P0935,Late Delivery,720.92,2025-09-23
R000787,O0007498,P0815,Wrong Item,532.24,2024-04-30
R000788,O0007524,P0362,Defective,1126.6,2024-01-29
R000789,O0007537,P0641,Late Delivery,1206.74,2024-05-17
R000790,O0007537,P1405,Late Delivery,2018.7,2024-05-16
R000791,O0007553,P1172,Defective,922.08,2024-08-30
R000792,O0007556,P0466,Late Delivery,1201.61,2025-05-05
R000793,O0007578,P0744,Late Delivery,287.57,2025-10-15
R000794,O0007629,P0020,Changed Mind,1306.28,2026-02-03
R000795,O0007629,P0832,Wrong Item,425.44,2026-02-08
R000796,O0007663,P1441,Changed Mind,512.94,2024-05-13
R000797,O0007663,P0392,Wrong Item,1298.55,2024-05-23
R000798,O0007675,P1297,Defective,981.7,2024-04-17
R000799,O0007689,P0447,Defective,2685.61,2024-04-26
R000800,O0007717,P1102,Late Delivery,2115.94,2024-07-13
R000801,O0007725,P0381,Wrong Item,496.87,2024-07-07
R000802,O0007725,P0467,Wrong Item,160.64,2024-07-03
R000803,O0007726,P0470,Changed Mind,1045.88,2026-01-19
R000804,O0007733,P0412,Changed Mind,1276.9,2025-01-03
R000805,O0007733,P1330,Late Delivery,441.47,2025-01-13
R000806,O0007734,P0100,Defective,336.82,2026-03-31
R000807,O0007737,P1439,Changed Mind,1606.27,2026-05-07
R000808,O0007737,P0964,Late Delivery,711.85,2026-05-17
R000809,O0007748,P0171,Wrong Item,2240.38,2026-07-01
R000810,O0007748,P0191,Wrong Item,1906.9,2026-07-04
R000811,O0007751,P0274,Wrong Item,387.85,2026-09-12
R000812,O0007760,P0734,Late Delivery,2917.72,2024-03-31
R000813,O0007773,P0253,Wrong Item,2149.24,2024-12-07
R000814,O0007782,P0822,Wrong Item,316.48,2026-07-21
R000815,O0007782,P1234,Changed Mind,132.1,2026-08-01
R000816,O0007794,P0212,Wrong Item,783.37,2026-05-20
R000817,O0007800,P0950,Changed Mind,874.97,2025-01-31
R000818,O0007800,P0087,Late Delivery,1633.81,2025-02-03
R000819,O0007808,P0704,Wrong Item,463.12,2024-07-05
R000820,O0007816,P0199,Late Delivery,279.55,2024-01-11
R000821,O0007830,P1316,Changed Mind,907.11,2025-08-07
R000822,O0007830,P0868,Wrong Item,451.15,2025-08-13
R000823,O0007838,P0625,Defective,388.46,2024-09-29
R000824,O0007838,P0184,Changed Mind,616.03,2024-10-04
R000825,O0007838,P0957,Defective,1568.25,2024-10-12
R000826,O0007841,P0756,Defective,658.62,2026-02-05
R000827,O0007841,P0927,Changed Mind,1184.65,2026-02-09
R000828,O0007846,P0685,Wrong Item,2929.12,2025-04-05
R000829,O0007851,P1333,Defective,697.75,2025-06-12
